# Per-1k-output-token impact coefficients sourced from the EcoLogits public API.
# Regenerated by com.digitalpebble.spruce.modules.ecologits.EcoLogitsCoefficientsGenerator
# source_api_version=v1beta
# generated_at=2026-08-22T08:03:20.587788516Z
provider,model_name,energy_kwh,gwp_embodied_kgco2eq,adpe_embodied_kgsbeq
openai,gpt-4o,2.498473e-03,5.774745e-05,3.234560e-09
openai,gpt-4o-2024-05-13,2.487166e-03,5.539193e-05,3.102623e-09
openai,gpt-4o-2024-08-06,2.666213e-03,9.269339e-05,5.191958e-09
openai,gpt-4o-2024-11-20,2.387328e-03,3.459237e-05,1.937594e-09
openai,gpt-4o-mini,9.191044e-05,5.029790e-06,2.817295e-10
openai,gpt-4o-mini-2024-07-18,8.539090e-05,3.671553e-06,2.056517e-10
openai,gpt-4o-mini-search-preview,8.577637e-05,3.751859e-06,2.101498e-10
openai,gpt-4o-mini-search-preview-2025-03-11,8.577637e-05,3.751859e-06,2.101498e-10
openai,gpt-4o-mini-transcribe,6.776752e-05,1.627604e-11,9.116565e-16
openai,gpt-4o-mini-transcribe-2025-03-20,6.776752e-05,1.627604e-11,9.116565e-16
openai,gpt-4o-mini-transcribe-2025-12-15,6.776752e-05,1.627604e-11,9.116565e-16
openai,gpt-4o-mini-tts,9.198239e-05,5.044781e-06,2.825692e-10
openai,gpt-4o-mini-tts-2025-03-20,9.198239e-05,5.044781e-06,2.825692e-10
openai,gpt-4o-mini-tts-2025-12-15,6.776752e-05,1.627604e-11,9.116565e-16
openai,gpt-4o-search-preview,2.520149e-03,6.226336e-05,3.487506e-09
openai,gpt-4o-search-preview-2025-03-11,2.520149e-03,6.226336e-05,3.487506e-09
openai,gpt-5,2.014943e-03,5.267374e-05,2.950371e-09
openai,gpt-5-2025-08-07,2.076123e-03,6.541940e-05,3.664283e-09
openai,gpt-5-chat-latest,1.945967e-03,3.830372e-05,2.145475e-09
openai,gpt-5-codex,2.026514e-03,5.508435e-05,3.085395e-09
openai,gpt-5-mini,4.432527e-04,1.195606e-05,6.696849e-10
openai,gpt-5-mini-2025-08-07,4.490721e-04,1.316844e-05,7.375927e-10
openai,gpt-5-nano,7.119474e-05,2.066378e-06,1.157423e-10
openai,gpt-5-nano-2025-08-07,7.707825e-05,3.292109e-06,1.843982e-10
openai,gpt-5-pro,1.148349e-01,2.948067e-03,1.651276e-07
openai,gpt-5-pro-2025-10-06,1.148349e-01,2.948067e-03,1.651276e-07
openai,gpt-5-search-api,2.014943e-03,5.267374e-05,2.950371e-09
openai,gpt-5-search-api-2025-10-14,2.014943e-03,5.267374e-05,2.950371e-09
openai,gpt-5.1,1.991505e-03,4.779076e-05,2.676864e-09
openai,gpt-5.1-2025-11-13,1.991505e-03,4.779076e-05,2.676864e-09
openai,gpt-5.1-chat-latest,1.945967e-03,3.830372e-05,2.145475e-09
openai,gpt-5.1-codex,2.000490e-03,4.966269e-05,2.781715e-09
openai,gpt-5.1-codex-max,1.944596e-03,3.801810e-05,2.129477e-09
openai,gpt-5.1-codex-mini,4.348214e-04,1.019953e-05,5.712980e-10
openai,gpt-5.2,2.469701e-03,6.541940e-05,3.664283e-09
openai,gpt-5.2-2025-12-11,2.469701e-03,6.541940e-05,3.664283e-09
openai,gpt-5.2-chat-latest,2.339546e-03,3.830372e-05,2.145475e-09
openai,gpt-5.2-codex,2.393773e-03,4.960105e-05,2.778263e-09
openai,gpt-5.2-pro,3.047910e-01,5.803200e-03,3.250498e-07
openai,gpt-5.2-pro-2025-12-11,3.047910e-01,5.803200e-03,3.250498e-07
openai,gpt-5.3-chat-latest,2.339546e-03,3.830372e-05,2.145475e-09
openai,gpt-5.3-codex,2.449461e-03,6.120261e-05,3.428092e-09
openai,gpt-5.4,2.705424e-03,5.986464e-05,3.353149e-09
openai,gpt-5.4-2026-03-05,2.705424e-03,5.986464e-05,3.353149e-09
openai,gpt-5.4-mini,1.342572e-03,1.870915e-05,1.047940e-09
openai,gpt-5.4-mini-2026-03-17,1.342572e-03,1.870915e-05,1.047940e-09
openai,gpt-5.4-nano,1.994456e-04,4.773533e-06,2.673760e-10
openai,gpt-5.4-nano-2026-03-17,1.994456e-04,4.773533e-06,2.673760e-10
openai,gpt-5.4-pro,3.826317e-01,1.152458e-02,6.455170e-07
openai,gpt-5.4-pro-2026-03-05,3.826317e-01,1.152458e-02,6.455170e-07
openai,gpt-5.5,8.819284e-03,1.465233e-04,8.207089e-09
openai,gpt-5.5-2026-04-23,8.819284e-03,1.465233e-04,8.207089e-09
openai,gpt-5.5-pro,3.504106e-01,4.811852e-03,2.695223e-07
openai,gpt-5.5-pro-2026-04-23,3.504106e-01,4.811852e-03,2.695223e-07
openai,o1,2.352793e-03,2.739751e-05,1.534594e-09
openai,o1-2024-12-17,2.352793e-03,2.739751e-05,1.534594e-09
openai,o3-mini,7.557343e-05,1.626248e-06,9.108966e-11
openai,o3-mini-2025-01-31,7.557343e-05,1.626248e-06,9.108966e-11
openai,o4-mini,7.900983e-05,2.342163e-06,1.311897e-10
openai,o4-mini-2025-04-16,7.900983e-05,2.342163e-06,1.311897e-10
openai,o4-mini-deep-research,8.981541e-05,4.593326e-06,2.572822e-10
openai,o4-mini-deep-research-2025-06-26,8.981541e-05,4.593326e-06,2.572822e-10
